airline,overall,aircraft,traveller_type,cabin,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,sentiment,Departure,Arrival,year_flown,month_flown
China Southern Airlines,8.0,Boeing 787-8,Solo Leisure,Business Class,3.0,5.0,3.0,3.0,4.0,4.0,1,london heathrow,guangzhou,2017,January
China Southern Airlines,8.0,Boeing 737-800 / 787,Solo Leisure,Business Class,3.0,5.0,3.0,4.0,4.0,4.0,1,wuhan,auckland ,2017,January
China Southern Airlines,4.0,Boeing 787,Solo Leisure,Economy Class,5.0,1.0,4.0,5.0,4.0,5.0,-1,auckland,guangzhou,2016,November
China Southern Airlines,10.0,Boeing 777,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,5.0,1,can,akl,2017,January
China Southern Airlines,9.0,Boeing 777-300ER,Solo Leisure,Economy Class,4.0,5.0,3.0,3.0,4.0,4.0,1,akl,can,2017,January
China Southern Airlines,10.0,Boeing 787,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,akl,can,2016,December
China Southern Airlines,8.0,A330,Solo Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,4.0,1,ctu,pek,2017,January
China Southern Airlines,8.0,A330,Solo Leisure,Economy Class,4.0,4.0,4.0,3.0,4.0,4.0,1,pek,ctu,2016,November
China Southern Airlines,10.0,Boeing 777-300ER,Solo Leisure,First Class,5.0,5.0,4.0,5.0,5.0,4.0,1,can,jfk,2017,January
China Southern Airlines,9.0,A380 / Boeing 787,Solo Leisure,Business Class,5.0,5.0,4.0,3.0,5.0,5.0,1,lax,akl ,2016,December
China Southern Airlines,10.0,Boeing 787,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,5.0,1,can,akl,2017,January
China Southern Airlines,10.0,Boeing 777 / A330,Family Leisure,Business Class,5.0,5.0,4.0,5.0,4.0,5.0,1,sha,cdg ,2016,December
China Southern Airlines,10.0,A330-200,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,cdg,sin ,2016,December
China Southern Airlines,9.0,A330,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,4.0,5.0,1,can,adl,2016,December
China Southern Airlines,10.0,Boeing 787 / A330-200,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,akl,ams ,2016,December
China Southern Airlines,8.0,A330-300 / A330-200,Couple Leisure,Business Class,4.0,5.0,5.0,3.0,3.0,5.0,1,syd,hnd ,2016,December
China Southern Airlines,10.0,A380,Family Leisure,First Class,5.0,5.0,5.0,5.0,5.0,5.0,1,lax,can,2016,December
China Southern Airlines,9.0,A330,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,5.0,5.0,1,guangzhou,sydney,2016,December
China Southern Airlines,10.0,Boeing 777,Business,Business Class,5.0,5.0,5.0,4.0,5.0,5.0,1,can,yvr,2016,December
China Southern Airlines,8.0,Boeing 777,Family Leisure,Economy Class,4.0,5.0,4.0,4.0,2.0,4.0,1,sin,jfk ,2016,December
China Southern Airlines,9.0,Boeing 777,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,5.0,1,can,yvr,2016,December
China Southern Airlines,8.0,A320 / Boeing 787,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,4.0,4.0,1,wnz,sfo ,2016,December
China Southern Airlines,10.0,A330,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,5.0,1,bne,csx ,2016,December
China Southern Airlines,8.0,Boeing 787,Solo Leisure,Premium Economy,3.0,5.0,3.0,4.0,4.0,4.0,1,kul,sfo ,2016,December
China Southern Airlines,10.0,Boeing 777,Business,Premium Economy,4.0,5.0,4.0,4.0,4.0,4.0,1,kmg,jfk ,2016,November
China Southern Airlines,7.0,A330,Solo Leisure,Economy Class,4.0,4.0,3.0,4.0,4.0,5.0,1,nrt,mel ,2016,December
China Southern Airlines,9.0,Boeing 777-300ER / 787,Family Leisure,Business Class,4.0,5.0,4.0,3.0,4.0,5.0,1,akl,lhr ,2016,December
China Southern Airlines,9.0,A330,Solo Leisure,Business Class,4.0,5.0,5.0,5.0,4.0,5.0,1,can,syd,2016,December
China Southern Airlines,8.0,A380,Business,Economy Class,3.0,5.0,4.0,3.0,4.0,4.0,1,can,lax,2016,December
China Southern Airlines,9.0,A330,Solo Leisure,Economy Class,3.0,4.0,4.0,4.0,5.0,5.0,1,szx,syd,2016,November
China Southern Airlines,7.0,A330 / A380,Business,Business Class,4.0,3.0,3.0,3.0,2.0,4.0,1,bne,lax ,2016,September
China Southern Airlines,9.0,A330,Family Leisure,Business Class,5.0,5.0,4.0,5.0,4.0,4.0,1,can,del,2016,December
China Southern Airlines,9.0,A330,Solo Leisure,Business Class,4.0,5.0,5.0,5.0,4.0,5.0,1,sha,syd ,2016,November
China Southern Airlines,9.0,A330,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,4.0,1,can,ams,2016,November
China Southern Airlines,9.0,Boeing 777,Couple Leisure,Business Class,4.0,5.0,4.0,5.0,3.0,5.0,1,yvr,bkk ,2016,November
China Southern Airlines,10.0,Boeing 777-300ER,Solo Leisure,Business Class,4.0,5.0,5.0,5.0,4.0,5.0,1,jfk,can,2016,November
China Southern Airlines,9.0,Boeing 787,Business,Economy Class,3.0,5.0,5.0,5.0,4.0,4.0,1,can,sfo,2016,November
China Southern Airlines,9.0,Boeing 787 / A319,Family Leisure,Business Class,5.0,5.0,4.0,4.0,4.0,5.0,1,akl,tsn ,2016,November
China Southern Airlines,9.0,A330,Business,Business Class,5.0,5.0,5.0,5.0,4.0,4.0,1,ams,can,2016,August
China Southern Airlines,9.0,Boeing 737-700,Business,Economy Class,4.0,5.0,5.0,4.0,5.0,5.0,1,pqc,can,2016,November
China Southern Airlines,10.0,A330-300,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,bne,can,2016,September
China Southern Airlines,9.0,Boeing 787,Family Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,5.0,1,can,akl,2016,November
China Southern Airlines,8.0,A330-200 / Boeing 787,Couple Leisure,Economy Class,3.0,4.0,4.0,5.0,4.0,5.0,1,ams,akl ,2016,November
China Southern Airlines,10.0,A330-200,Business,Business Class,5.0,5.0,4.0,4.0,4.0,5.0,1,dxb,can,2016,November
China Southern Airlines,9.0,A330-200,Business,Economy Class,5.0,5.0,4.0,4.0,5.0,5.0,1,can,ctu,2016,November
China Southern Airlines,8.0,A380,Solo Leisure,Economy Class,5.0,4.0,4.0,4.0,5.0,5.0,1,can,lax,2016,September
China Southern Airlines,9.0,Boeing 777,Business,Business Class,5.0,5.0,4.0,4.0,5.0,5.0,1,can,jfk,2016,November
China Southern Airlines,10.0,Boeing 787,Business,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,can,lhr,2016,November
China Southern Airlines,10.0,Boeing 777-300er / A380,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,5.0,5.0,1,bkk,lax ,2016,October
China Southern Airlines,9.0,Boeing 787,Couple Leisure,Business Class,5.0,5.0,4.0,3.0,5.0,5.0,1,chc,del ,2016,October
China Southern Airlines,9.0,Boeing 737-800,Business,Economy Class,5.0,5.0,4.0,4.0,5.0,5.0,1,can,hfe,2016,October
China Southern Airlines,10.0,Boeing 787 / A320,Family Leisure,Business Class,5.0,5.0,4.0,5.0,4.0,5.0,1,wuh,pnh ,2016,October
China Southern Airlines,8.0,Boeing 787,Business,Economy Class,4.0,5.0,4.0,4.0,4.0,5.0,1,ngb,per ,2016,October
China Southern Airlines,10.0,Boeing 777,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,can,lax,2016,October
China Southern Airlines,9.0,A380,Business,Economy Class,4.0,5.0,4.0,4.0,5.0,5.0,1,lax,can,2016,October
China Southern Airlines,9.0,A330,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,4.0,1,can,svo ,2016,October
China Southern Airlines,9.0,Boeing 777-300ER,Family Leisure,Economy Class,5.0,5.0,3.0,5.0,4.0,5.0,1,jfk,can,2016,October
China Southern Airlines,10.0,A330-200,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,can,ams,2016,October
China Southern Airlines,9.0,A330,Couple Leisure,Business Class,5.0,5.0,3.0,5.0,5.0,5.0,1,cdg,syd ,2016,October
China Southern Airlines,10.0,Boeing 787,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,4.0,5.0,1,can,sfo,2016,October
China Southern Airlines,9.0,A330,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,5.0,4.0,1,can,mel,2016,October
China Southern Airlines,10.0,Boeing 787,Solo Leisure,First Class,5.0,5.0,4.0,5.0,5.0,5.0,1,can,lhr,2016,October
China Southern Airlines,9.0,A380,Family Leisure,Business Class,5.0,5.0,4.0,4.0,5.0,4.0,1,lax,can,2016,October
China Southern Airlines,8.0,A330,Solo Leisure,Business Class,4.0,4.0,3.0,3.0,4.0,4.0,1,can,cdg,2016,October
China Southern Airlines,8.0,A330,Family Leisure,Business Class,4.0,5.0,3.0,3.0,1.0,3.0,-1,can,mel,2016,October
China Southern Airlines,8.0,A330-200,Solo Leisure,Economy Class,4.0,5.0,3.0,2.0,4.0,4.0,1,can,ams,2016,October
China Southern Airlines,5.0,A330 / A380,Business,Business Class,5.0,2.0,1.0,2.0,4.0,4.0,1,bne,lax ,2016,September
China Southern Airlines,10.0,A330,Business,Business Class,4.0,5.0,5.0,5.0,5.0,5.0,1,can,mel,2016,September
China Southern Airlines,10.0,Boeing 777-300ER,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,can,lax,2016,September
China Southern Airlines,9.0,A330,Couple Leisure,Business Class,5.0,5.0,4.0,4.0,5.0,4.0,1,ams,mel ,2016,August
China Southern Airlines,9.0,Boeing 787,Business,Economy Class,4.0,5.0,5.0,4.0,5.0,5.0,1,per,can,2016,September
China Southern Airlines,8.0,Boeing 777-300,Business,Business Class,3.0,5.0,2.0,3.0,5.0,5.0,1,can,lax,2016,September
China Southern Airlines,10.0,Boeing 777-300,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,can,lax,2016,September
China Southern Airlines,9.0,A330-300,Solo Leisure,Economy Class,3.0,5.0,5.0,5.0,5.0,4.0,1,can,syd,2016,September
China Southern Airlines,9.0,Boeing 787,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,5.0,1,can,akl,2016,September
China Southern Airlines,10.0,A380,Business,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,pek,lax ,2016,September
China Southern Airlines,8.0,Boeing 777,Couple Leisure,Economy Class,4.0,4.0,5.0,4.0,2.0,5.0,1,cgk,jfk ,2016,September
China Southern Airlines,9.0,A330,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,5.0,4.0,1,ams,can,2016,August
China Southern Airlines,9.0,Boeing 737-800,Business,Economy Class,4.0,5.0,5.0,4.0,4.0,4.0,1,tao,can,2016,September
China Southern Airlines,10.0,Boeing 777-300,Business,First Class,5.0,5.0,4.0,5.0,5.0,5.0,1,can,jfk,2016,September
China Southern Airlines,9.0,A330-300,Solo Leisure,Premium Economy,5.0,5.0,5.0,5.0,5.0,4.0,1,can,bne,2016,September
China Southern Airlines,10.0,A330-200,Business,Economy Class,5.0,5.0,5.0,5.0,4.0,5.0,1,can,ams,2016,September
China Southern Airlines,10.0,Boeing 777-300ER,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,yvr,can,2016,August
China Southern Airlines,8.0,Boeing 737-800,Solo Leisure,Economy Class,5.0,5.0,3.0,2.0,5.0,4.0,1,ctu,zuh ,2016,July
China Southern Airlines,9.0,Boeing 777,Business,Business Class,5.0,5.0,4.0,4.0,4.0,5.0,-1,can,jfk,2016,September
China Southern Airlines,10.0,A330,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,syd,can,2016,August
China Southern Airlines,10.0,Boeing 787,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,per,mdg ,2016,August
China Southern Airlines,10.0,Boeing 777-300ER,Family Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,5.0,1,can,jfk,2016,August
China Southern Airlines,10.0,Boeing 787,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,can,lhr,2016,August
China Southern Airlines,9.0,Boeing 737,Family Leisure,Economy Class,4.0,5.0,5.0,4.0,5.0,4.0,1,can,cnx,2016,August
China Southern Airlines,7.0,A330,Couple Leisure,Economy Class,3.0,4.0,3.0,3.0,2.0,4.0,1,kix,mel ,2016,August
China Southern Airlines,9.0,A330-200,Solo Leisure,Economy Class,5.0,5.0,4.0,3.0,5.0,4.0,1,can,cdg,2016,August
China Southern Airlines,9.0,Boeing 777-300,Business,Business Class,5.0,5.0,4.0,4.0,5.0,5.0,1,sha,can,2016,August
China Southern Airlines,10.0,A330-200,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,can,ams,2016,August
China Southern Airlines,9.0,Boeing 787,Solo Leisure,Economy Class,3.0,5.0,5.0,5.0,5.0,4.0,1,can,lhr,2016,August
China Southern Airlines,10.0,A320 / Boeing 777,Family Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,kmg,jfk ,2016,August
China Southern Airlines,10.0,A330,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,4.0,4.0,1,can,syd,2016,August
China Southern Airlines,8.0,Boeing 737,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,4.0,4.0,1,can,cxr,2016,August
China Southern Airlines,9.0,A330,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,4.0,5.0,1,can,cdg,2016,August
China Southern Airlines,8.0,Boeing 777,Solo Leisure,Business Class,4.0,5.0,4.0,4.0,4.0,4.0,1,can,yvr,2016,August
China Southern Airlines,9.0,A330,Couple Leisure,Economy Class,4.0,5.0,4.0,4.0,5.0,5.0,1,csx,fra,2016,August
China Southern Airlines,9.0,Boeing 777-300ER,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,3.0,4.0,1,kmg,jfk ,2016,August
China Southern Airlines,8.0,Boeing 787,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,4.0,4.0,1,can,fco ,2016,July
China Southern Airlines,9.0,A330,Family Leisure,Business Class,5.0,5.0,5.0,4.0,4.0,5.0,1,can,akl,2016,July
China Southern Airlines,9.0,A380,Business,Economy Class,3.0,5.0,5.0,4.0,4.0,4.0,1,can,lax,2016,June
China Southern Airlines,8.0,A320,Business,Business Class,4.0,4.0,4.0,2.0,4.0,4.0,1,het,icn ,2016,July
China Southern Airlines,9.0,Boeing 777-300ER,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,5.0,1,can,yvr,2016,July
China Southern Airlines,10.0,A330-200,Business,Premium Economy,5.0,5.0,5.0,5.0,5.0,5.0,1,can,ams,2016,July
China Southern Airlines,10.0,A380 / A330,Business,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,syd,lax ,2016,July
China Southern Airlines,8.0,Boeing 787-8,Solo Leisure,Business Class,4.0,5.0,2.0,4.0,3.0,4.0,1,lhr,can,2016,July
China Southern Airlines,9.0,A330,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,5.0,5.0,1,she,mel ,2016,July
China Southern Airlines,9.0,Boeing 787,Solo Leisure,Business Class,5.0,5.0,3.0,5.0,5.0,4.0,1,can,sfo,2016,July
China Southern Airlines,9.0,Boeing 777-300,Solo Leisure,Business Class,5.0,5.0,4.0,4.0,5.0,5.0,1,can,sha,2016,June
China Southern Airlines,9.0,Boeing 777-300,Family Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,guangzhou,beijing,2016,July
China Southern Airlines,9.0,Boeing 777-300ER,Business,Business Class,4.0,5.0,5.0,4.0,3.0,4.0,1,lax,can,2016,July
China Southern Airlines,9.0,A330,Business,Economy Class,4.0,5.0,5.0,4.0,5.0,5.0,1,sha,mel ,2016,June
China Southern Airlines,9.0,Boeing 777-300,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,4.0,4.0,1,can,jfk,2016,July
China Southern Airlines,9.0,A319,Business,Business Class,5.0,5.0,4.0,4.0,5.0,5.0,1,can,hgh,00:00:00,2016-05-01
China Southern Airlines,9.0,Boeing 777-300,Business,Economy Class,4.0,5.0,4.0,4.0,4.0,4.0,1,cgo,jfk ,2016,June
China Southern Airlines,9.0,A330,Couple Leisure,Economy Class,4.0,5.0,5.0,5.0,4.0,5.0,1,can,bne,2016,June
China Southern Airlines,10.0,Boeing 777-300,Business,Business Class,5.0,5.0,5.0,4.0,4.0,5.0,1,sha,can,2016,June
China Southern Airlines,7.0,Boeing 787,Business,Economy Class,4.0,5.0,3.0,4.0,3.0,4.0,1,can,sfo,2016,June
China Southern Airlines,10.0,A330,Couple Leisure,Economy Class,4.0,5.0,4.0,5.0,5.0,5.0,1,can,cdg,2016,June
China Southern Airlines,9.0,Boeing 777-300,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,4.0,5.0,1,vyr,can,2016,June
China Southern Airlines,9.0,A330,Business,Economy Class,4.0,5.0,4.0,5.0,5.0,5.0,1,hfe,bne ,2016,June
China Southern Airlines,8.0,Boeing 777-300er,Family Leisure,Business Class,4.0,5.0,5.0,2.0,3.0,4.0,1,jfk,can,2016,June
China Southern Airlines,7.0,Boeing 777-300ER,Solo Leisure,Economy Class,5.0,4.0,5.0,5.0,5.0,5.0,1,sin,yvr ,2016,June
China Southern Airlines,8.0,Boeing 777-300,Solo Leisure,Premium Economy,4.0,5.0,4.0,4.0,4.0,4.0,1,can,yvr,2016,June
China Southern Airlines,10.0,Boeing 787 / E190,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,lhr,zha ,2016,June
China Southern Airlines,9.0,Boeing 787,Business,Business Class,5.0,5.0,4.0,4.0,5.0,5.0,1,can,pek,2016,June
China Southern Airlines,9.0,A380,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,4.0,4.0,1,can,lax,00:00:00,2016-05-01
China Southern Airlines,8.0,Boeing 777-300,Solo Leisure,Economy Class,5.0,5.0,4.0,4.0,3.0,5.0,1,yvr,can,00:00:00,2016-05-01
China Southern Airlines,9.0,A330,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,4.0,5.0,1,can,syd,2016,June
China Southern Airlines,9.0,Boeing 787,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,5.0,5.0,1,can,lhr,2016,June
China Southern Airlines,9.0,Boeing 777,Business,Economy Class,5.0,5.0,4.0,4.0,4.0,5.0,1,can,lax,2016,June
China Southern Airlines,9.0,Boeing 777-300ER,Couple Leisure,Economy Class,5.0,5.0,4.0,4.0,5.0,5.0,1,yvr,can,2016,June
China Southern Airlines,9.0,Boeing 777-300er,Family Leisure,Business Class,4.0,5.0,4.0,3.0,4.0,4.0,1,can,jfk,2016,June
China Southern Airlines,10.0,A380,Business,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,can,lax,2016,June
China Southern Airlines,9.0,A330-300 / A321,Solo Leisure,Economy Class,5.0,5.0,4.0,4.0,5.0,5.0,1,mel,hrb ,2016,June
China Southern Airlines,10.0,A380,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,can,mel,2016,June
China Southern Airlines,10.0,A380,Family Leisure,First Class,5.0,5.0,5.0,4.0,5.0,5.0,1,pek,lax ,2016,June
China Southern Airlines,1.0,A330 / Boeing 787,Solo Leisure,Economy Class,2.0,4.0,4.0,4.0,1.0,3.0,-1,syd,fco ,00:00:00,2016-05-01
China Southern Airlines,10.0,Boeing 777-300,Solo Leisure,First Class,5.0,5.0,5.0,5.0,5.0,5.0,1,jfk,can,2016,June
China Southern Airlines,9.0,Boeing 787,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,4.0,5.0,1,can,chc,2016,June
China Southern Airlines,8.0,A320 / Boeing 737,Solo Leisure,Economy Class,3.0,5.0,4.0,4.0,5.0,4.0,1,can,kul,00:00:00,2016-05-01
China Southern Airlines,9.0,Boeing 737,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,5.0,5.0,1,can,cgk,2016,June
China Southern Airlines,10.0,Boeing 777-300,Business,Business Class,5.0,5.0,5.0,5.0,4.0,4.0,1,sha,can,00:00:00,2016-05-01
China Southern Airlines,9.0,Boeing 777-300ER,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,4.0,4.0,1,can,yvr,00:00:00,2016-05-01
China Southern Airlines,10.0,Airbus319,Family Leisure,Business Class,5.0,5.0,5.0,4.0,5.0,5.0,1,sin,khn ,00:00:00,2016-05-01
China Southern Airlines,10.0,Boeing 777-300,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,can,sha,00:00:00,2016-05-01
China Southern Airlines,9.0,Boeing 777,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,sin,yvr ,00:00:00,2016-05-01
China Southern Airlines,9.0,Boeing 777-300,Solo Leisure,Economy Class,4.0,5.0,3.0,4.0,4.0,5.0,1,can,jfk,2016,March
China Southern Airlines,9.0,Boeing 787,Family Leisure,Economy Class,4.0,5.0,5.0,5.0,3.0,4.0,1,can,lhr,2016,April
China Southern Airlines,9.0,Boeing 787,Family Leisure,Economy Class,5.0,5.0,4.0,5.0,4.0,4.0,1,lhr,can,2016,April
China Southern Airlines,9.0,A330,Business,Business Class,5.0,5.0,3.0,3.0,3.0,5.0,1,can,mel,00:00:00,2016-05-01
China Southern Airlines,9.0,Boeing 777-300ER,Solo Leisure,Business Class,5.0,5.0,4.0,5.0,5.0,5.0,1,lax,can,00:00:00,2016-05-01
China Southern Airlines,9.0,Boeing 787,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,4.0,5.0,1,can,akl,00:00:00,2016-05-01
China Southern Airlines,10.0,A320,Family Leisure,Economy Class,4.0,5.0,5.0,3.0,4.0,4.0,1,het,can,00:00:00,2016-05-01
China Southern Airlines,9.0,Boeing 777-300ER,Solo Leisure,Economy Class,5.0,5.0,4.0,4.0,5.0,5.0,1,can,lax,00:00:00,2016-05-01
China Southern Airlines,9.0,Boeing 787,Solo Leisure,Economy Class,3.0,5.0,5.0,5.0,4.0,5.0,1,lhr,can,2016,April
China Southern Airlines,10.0,A330-200,Business,Business Class,4.0,5.0,4.0,4.0,4.0,5.0,1,ams,can,2016,April
China Southern Airlines,8.0,Boeing 777,Solo Leisure,Economy Class,4.0,5.0,3.0,3.0,4.0,4.0,1,lax,can,00:00:00,2016-05-01
China Southern Airlines,9.0,Boeing 787,Business,Business Class,5.0,5.0,4.0,5.0,4.0,5.0,1,lhr,can,00:00:00,2016-05-01
China Southern Airlines,9.0,Embraer 90,Solo Leisure,Business Class,5.0,5.0,2.0,2.0,4.0,5.0,1,can,foc,2016,April
China Southern Airlines,9.0,A330,Solo Leisure,Business Class,5.0,5.0,1.0,5.0,5.0,5.0,1,sha,can,2016,April
China Southern Airlines,9.0,Boeing 787,Solo Leisure,Business Class,5.0,5.0,4.0,4.0,5.0,5.0,1,can,lhr,00:00:00,2016-05-01
China Southern Airlines,9.0,Boeing 787,Couple Leisure,Business Class,5.0,4.0,4.0,5.0,5.0,5.0,1,per,lhr ,2016,April
China Southern Airlines,9.0,A330 / Boeing 787,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,bne,lhr ,2016,March
China Southern Airlines,8.0,Boeing 737-700 / 777-300ER,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,4.0,5.0,1,kul,jfk ,2016,April
China Southern Airlines,8.0,Boeing 787,Solo Leisure,First Class,4.0,5.0,3.0,3.0,4.0,5.0,1,can,lhr,2016,April
China Southern Airlines,8.0,A321,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,3.0,5.0,1,nkg,can,2016,April
China Southern Airlines,9.0,Boeing 787,Family Leisure,Business Class,5.0,5.0,4.0,4.0,5.0,5.0,1,per,tsn ,2016,April
China Southern Airlines,9.0,Boeing 777-300,Business,Business Class,5.0,5.0,3.0,4.0,5.0,5.0,1,can,jfk,2016,April
China Southern Airlines,9.0,A330,Business,Economy Class,4.0,5.0,4.0,4.0,5.0,4.0,1,ams,can,2016,April
China Southern Airlines,8.0,A380,Business,Economy Class,5.0,5.0,5.0,4.0,5.0,5.0,1,can,lax,2016,January
China Southern Airlines,9.0,A330-200,Couple Leisure,Economy Class,4.0,5.0,3.0,3.0,5.0,5.0,1,can,cdg,2016,April
China Southern Airlines,6.0,Boeing 737,Solo Leisure,Economy Class,4.0,5.0,1.0,1.0,4.0,5.0,-1,pvg,csx,2016,April
China Southern Airlines,8.0,Boeing 787,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,4.0,4.0,1,can,lhr,2016,April
China Southern Airlines,9.0,Boeing 787,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,3.0,4.0,1,lhr,can,2016,April
China Southern Airlines,9.0,Boeing 787,Solo Leisure,Business Class,4.0,5.0,4.0,4.0,3.0,5.0,1,can,lhr,2016,April
China Southern Airlines,8.0,Boeing 777-300,Business,Economy Class,4.0,4.0,3.0,4.0,4.0,5.0,1,can,jfk,2016,February
China Southern Airlines,8.0,Boeing 787,Business,Economy Class,4.0,5.0,4.0,4.0,4.0,4.0,1,can,lhr,2016,April
China Southern Airlines,8.0,Boeing 787-8,Solo Leisure,Business Class,4.0,5.0,4.0,4.0,2.0,4.0,1,can,lhr,2016,April
China Southern Airlines,9.0,Boeing 787,Family Leisure,Business Class,3.0,5.0,4.0,5.0,5.0,5.0,-1,lhr,can,2016,April
China Southern Airlines,9.0,A320,Solo Leisure,Business Class,3.0,5.0,5.0,3.0,5.0,5.0,1,can,wnz,2016,April
China Southern Airlines,9.0,Boeing 787 Dreamliner,Couple Leisure,Business Class,5.0,5.0,4.0,5.0,3.0,5.0,1,per,lhr ,2016,April
China Southern Airlines,9.0,Boeing 777-300ER,Solo Leisure,Premium Economy,5.0,5.0,5.0,5.0,5.0,5.0,1,can,yvr,2016,April
China Southern Airlines,3.0,A330,Solo Leisure,Premium Economy,5.0,5.0,4.0,3.0,5.0,2.0,-1,pek,syd ,2016,April
China Southern Airlines,9.0,A330,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,4.0,4.0,1,can,ams,2016,April
China Southern Airlines,9.0,A330-200 / A330-300,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,4.0,5.0,1,hnd,mel ,2016,April
China Southern Airlines,7.0,A380,Family Leisure,Economy Class,3.0,3.0,2.0,3.0,4.0,4.0,1,mnl,lax ,2016,March
China Southern Airlines,10.0,A330,Couple Leisure,Business Class,5.0,5.0,4.0,5.0,4.0,4.0,1,sha,can,2016,March
China Southern Airlines,10.0,A330,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,ams,wnz ,2016,April
China Southern Airlines,7.0,A319,Solo Leisure,Economy Class,1.0,5.0,1.0,1.0,4.0,4.0,1,can,sjw,2016,March
China Southern Airlines,9.0,A330,Solo Leisure,Business Class,4.0,5.0,4.0,5.0,5.0,5.0,1,szx,syd,2016,April
China Southern Airlines,10.0,A330-300,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,mel,sha ,2016,April
China Southern Airlines,9.0,A380 / Boeing 777,Solo Leisure,Economy Class,5.0,5.0,4.0,4.0,5.0,5.0,1,lax,ctu ,2016,March
China Southern Airlines,9.0,A330 / Boeing 787,Couple Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,5.0,1,syd,lhr ,2016,March
