airline,overall,aircraft,traveller_type,cabin,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,sentiment,Departure,Arrival,year_flown,month_flown
China Southern Airlines,10.0,Boeing 777,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,can,jfk,2016,April
China Southern Airlines,9.0,A380,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,4.0,4.0,1,lax,can,2016,January
China Southern Airlines,8.0,Boeing 777-300ER,Business,Economy Class,4.0,4.0,4.0,5.0,4.0,4.0,1,can,lax,2016,February
China Southern Airlines,10.0,Boeing 777-300,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,can,yvr,2016,April
China Southern Airlines,8.0,A380,Solo Leisure,Business Class,4.0,5.0,3.0,4.0,5.0,4.0,1,can,lax,2016,March
China Southern Airlines,9.0,A330,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,4.0,5.0,1,ams,wnz ,2016,March
China Southern Airlines,10.0,Boeing 777-300ER,Business,Business Class,4.0,5.0,4.0,5.0,5.0,5.0,1,can,jfk,2016,March
China Southern Airlines,9.0,A330-200,Family Leisure,Economy Class,4.0,5.0,5.0,4.0,4.0,4.0,1,hnd,can,2016,March
China Southern Airlines,7.0,A330,Couple Leisure,Economy Class,3.0,5.0,3.0,3.0,3.0,4.0,1,can,bne,2016,March
China Southern Airlines,10.0,A330 / Boeing 787,Couple Leisure,Business Class,5.0,5.0,4.0,3.0,4.0,5.0,1,syd,lhr ,2016,March
China Southern Airlines,9.0,A320,Business,First Class,4.0,5.0,5.0,4.0,3.0,4.0,1,cgq,can,2016,March
China Southern Airlines,10.0,A330-200,Solo Leisure,Premium Economy,5.0,5.0,5.0,4.0,4.0,5.0,1,can,akl,2016,March
China Southern Airlines,7.0,Boeing 787,Solo Leisure,Economy Class,2.0,4.0,4.0,4.0,3.0,5.0,1,lhr,akl ,2016,March
China Southern Airlines,7.0,Boeing 787-800,Couple Leisure,Economy Class,2.0,4.0,3.0,5.0,4.0,5.0,1,lhr,bkk ,2016,March
China Southern Airlines,7.0,Boeing 787-8 / 777-300,Solo Leisure,Economy Class,3.0,3.0,4.0,4.0,4.0,5.0,1,per,jfk ,2016,March
China Southern Airlines,9.0,A330,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,4.0,5.0,1,syd,can,2016,March
China Southern Airlines,7.0,A321 / A380,Solo Leisure,Economy Class,4.0,4.0,4.0,3.0,3.0,5.0,1,phn,lax ,2016,March
China Southern Airlines,10.0,A330,Business,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,cdg,can,2016,February
China Southern Airlines,10.0,Boeing 777,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,can,jfk,2016,March
China Southern Airlines,9.0,Boeing 777-300 / A320,Solo Leisure,Business Class,4.0,5.0,4.0,4.0,5.0,5.0,1,jfk,ctu ,2016,March
China Southern Airlines,8.0,A380-800,Solo Leisure,Economy Class,4.0,5.0,4.0,3.0,2.0,3.0,1,syd,can,2015,December
China Southern Airlines,9.0,A330-300,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,5.0,1,mel,c an,2016,March
China Southern Airlines,8.0,A320,Solo Leisure,First Class,4.0,5.0,3.0,4.0,5.0,5.0,1,can,cgq,2016,March
China Southern Airlines,9.0,Boeing 777-300,Solo Leisure,Business Class,4.0,5.0,4.0,4.0,5.0,5.0,1,akl,can,2016,February
China Southern Airlines,3.0,Boeing 787,Solo Leisure,Economy Class,1.0,3.0,2.0,4.0,1.0,2.0,1,lhr,mnl ,2016,March
China Southern Airlines,9.0,Boeing 777-300,Family Leisure,Economy Class,5.0,5.0,4.0,4.0,5.0,5.0,1,can,akl,2016,February
China Southern Airlines,10.0,A380,Solo Leisure,First Class,5.0,5.0,5.0,5.0,4.0,5.0,1,lax,can,2016,February
China Southern Airlines,9.0,Boeing 787,Business,Business Class,4.0,5.0,5.0,4.0,4.0,5.0,1,can,lhr,2016,February
China Southern Airlines,4.0,Boeing 787,Solo Leisure,Business Class,4.0,2.0,2.0,3.0,2.0,4.0,1,can,sfo,2016,February
China Southern Airlines,10.0,Boeing 787,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,4.0,5.0,1,sfo,wuh,2016,February
China Southern Airlines,8.0,Boeing 777-300ER,Family Leisure,Economy Class,4.0,4.0,3.0,3.0,5.0,3.0,1,jfk,can,2016,February
China Southern Airlines,9.0,Boeing 777-300,Couple Leisure,Economy Class,4.0,5.0,3.0,4.0,3.0,4.0,1,an,jfk,2016,February
China Southern Airlines,10.0,A380,Business,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,can,syd,2016,February
China Southern Airlines,8.0,A321,Solo Leisure,Economy Class,5.0,5.0,3.0,4.0,5.0,5.0,1,pek,szx,2016,February
China Southern Airlines,9.0,Boeing 787,Couple Leisure,Economy Class,4.0,5.0,4.0,4.0,4.0,4.0,1,can,yvr,2016,January
China Southern Airlines,9.0,A380,Business,Economy Class,4.0,5.0,3.0,4.0,5.0,4.0,1,lax,can,2016,February
China Southern Airlines,8.0,Boeing 777-300,Couple Leisure,First Class,4.0,4.0,4.0,3.0,5.0,5.0,1,can,akl,2016,February
China Southern Airlines,9.0,A330,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,4.0,4.0,1,can,ams,2016,February
China Southern Airlines,10.0,Boeing 787,Business,Business Class,5.0,5.0,5.0,2.0,3.0,5.0,1,can,yvr,2016,February
China Southern Airlines,5.0,Boeing 777,Family Leisure,Economy Class,2.0,5.0,3.0,1.0,1.0,3.0,1,sha,jfk ,2016,February
China Southern Airlines,8.0,Boeing 787-800,Family Leisure,Economy Class,3.0,5.0,4.0,4.0,4.0,3.0,1,can,lhr,2016,February
China Southern Airlines,9.0,A330,Family Leisure,Economy Class,4.0,4.0,3.0,5.0,4.0,4.0,1,syd,can,2016,February
China Southern Airlines,9.0,A330-300,Solo Leisure,Business Class,3.0,5.0,4.0,4.0,3.0,4.0,-1,mel,cgo ,2016,February
China Southern Airlines,7.0,Boeing 737,Solo Leisure,Economy Class,3.0,4.0,2.0,2.0,3.0,3.0,1,can,tao,2016,February
China Southern Airlines,8.0,Boeing 787-8,Solo Leisure,Business Class,3.0,5.0,4.0,2.0,4.0,4.0,1,can,lhr,2016,February
China Southern Airlines,9.0,A380,Solo Leisure,Business Class,4.0,5.0,5.0,5.0,4.0,4.0,1,can,lax,2016,January
China Southern Airlines,8.0,A330,Family Leisure,Business Class,4.0,5.0,4.0,3.0,4.0,4.0,1,can,mel,2016,February
China Southern Airlines,7.0,A330,Solo Leisure,Economy Class,2.0,5.0,4.0,4.0,1.0,3.0,-1,bne,can,2016,February
China Southern Airlines,9.0,Boeing 777-300,Family Leisure,Business Class,4.0,5.0,3.0,3.0,5.0,4.0,1,can,lax,2016,February
China Southern Airlines,7.0,A330,Solo Leisure,Economy Class,4.0,4.0,3.0,4.0,3.0,4.0,1,nbo,can,2016,February
China Southern Airlines,8.0,A330 / Boeing 787,Solo Leisure,Economy Class,3.0,4.0,3.0,3.0,3.0,5.0,1,syd,yvr ,2016,January
China Southern Airlines,10.0,A380,Family Leisure,Business Class,4.0,5.0,4.0,3.0,5.0,5.0,1,lax,khn ,2016,February
China Southern Airlines,9.0,Boeing 737-800,Solo Leisure,Business Class,4.0,5.0,5.0,4.0,4.0,4.0,1,can,tna,2016,February
China Southern Airlines,9.0,A380,Family Leisure,Business Class,5.0,5.0,4.0,4.0,3.0,4.0,1,lax,can,2016,January
China Southern Airlines,9.0,Boeing 777-300ER,Solo Leisure,Business Class,4.0,5.0,4.0,3.0,4.0,5.0,1,jfk,can,2016,February
China Southern Airlines,9.0,A330,Solo Leisure,Business Class,5.0,5.0,4.0,4.0,4.0,5.0,1,svo,can ,2016,February
China Southern Airlines,9.0,A380,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,lax,mel ,2016,January
China Southern Airlines,9.0,A320,Business,Business Class,4.0,5.0,4.0,4.0,5.0,5.0,1,can,cgq,2016,February
China Southern Airlines,8.0,A380,Couple Leisure,Economy Class,3.0,5.0,4.0,3.0,4.0,4.0,1,lax,can,2016,January
China Southern Airlines,8.0,A330-200,Business,Economy Class,4.0,5.0,4.0,3.0,3.0,4.0,1,cdg,can,2016,January
China Southern Airlines,7.0,A380,Solo Leisure,Business Class,3.0,5.0,3.0,3.0,3.0,4.0,1,lax,can,2016,January
China Southern Airlines,10.0,Boeing 777,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,4.0,5.0,1,sha,can,2016,January
China Southern Airlines,3.0,Boeing 737-800,Family Leisure,Economy Class,2.0,4.0,2.0,1.0,3.0,2.0,1,foc,can,2016,January
China Southern Airlines,5.0,Boeing 787,Couple Leisure,Business Class,3.0,3.0,3.0,3.0,1.0,5.0,1,mel,lhr ,2016,January
China Southern Airlines,9.0,Boeing 777,Family Leisure,Economy Class,4.0,5.0,4.0,4.0,4.0,3.0,1,jfk,can,2016,January
China Southern Airlines,9.0,A330,Couple Leisure,Business Class,4.0,5.0,5.0,4.0,4.0,5.0,1,pek,can,2016,January
China Southern Airlines,8.0,A330-300,Solo Leisure,Economy Class,3.0,5.0,4.0,3.0,3.0,4.0,1,syd,hgh ,2016,January
China Southern Airlines,9.0,Boeing 787,Family Leisure,Economy Class,5.0,5.0,4.0,4.0,4.0,4.0,1,lhr,akl ,2016,January
China Southern Airlines,4.0,A320-200,Family Leisure,Economy Class,3.0,3.0,1.0,1.0,3.0,2.0,1,can,foc,2016,January
China Southern Airlines,9.0,A330,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,4.0,4.0,1,akl,kmg ,2015,September
China Southern Airlines,9.0,A380 / A320,Solo Leisure,Business Class,4.0,5.0,3.0,3.0,4.0,5.0,1,lax,hak ,2016,January
China Southern Airlines,8.0,A380,Couple Leisure,Economy Class,5.0,5.0,4.0,5.0,3.0,5.0,1,lax,rep ,2015,December
China Southern Airlines,5.0,A380 / Boeing 777 / 737,Family Leisure,Economy Class,4.0,4.0,3.0,1.0,2.0,4.0,1,lax,mnl ,2016,January
China Southern Airlines,9.0,A380,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,4.0,4.0,1,can,lax,2016,January
China Southern Airlines,9.0,A330-300,Solo Leisure,Business Class,4.0,5.0,4.0,4.0,4.0,5.0,1,syd,can,2016,January
China Southern Airlines,10.0,A320 / A380,Family Leisure,Business Class,4.0,5.0,3.0,3.0,4.0,5.0,1,hak,lax ,2016,January
China Southern Airlines,10.0,A330,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,5.0,5.0,1,bne,pek ,2016,January
China Southern Airlines,8.0,Boeing 787,Solo Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,5.0,1,yvr,can,2016,January
China Southern Airlines,9.0,A330,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,2.0,4.0,1,syd,tna ,2016,January
China Southern Airlines,9.0,Boeing 787,Business,Economy Class,4.0,5.0,3.0,5.0,3.0,4.0,1,can,pek,2016,January
China Southern Airlines,8.0,A380,Business,First Class,4.0,5.0,4.0,4.0,3.0,5.0,1,lax,can,2016,January
China Southern Airlines,9.0,A380 / A319,Family Leisure,Business Class,4.0,5.0,5.0,5.0,4.0,5.0,1,lax,ckg ,2016,January
China Southern Airlines,9.0,A380,Business,Business Class,5.0,5.0,5.0,4.0,5.0,4.0,1,lax,can,2015,December
China Southern Airlines,9.0,Boeing 787,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,4.0,5.0,1,lhr,can,2015,December
China Southern Airlines,9.0,A380,Family Leisure,Premium Economy,4.0,5.0,4.0,4.0,5.0,5.0,1,sin,lax ,2015,December
China Southern Airlines,8.0,Boeing 787-8,Solo Leisure,Business Class,4.0,5.0,4.0,2.0,2.0,4.0,1,can,lhr,2016,January
China Southern Airlines,8.0,A330-300,Couple Leisure,Economy Class,4.0,5.0,4.0,4.0,4.0,5.0,1,ams,syd ,2016,January
China Southern Airlines,10.0,A380,Solo Leisure,Business Class,4.0,5.0,5.0,4.0,4.0,5.0,1,can,syd,2016,January
China Southern Airlines,3.0,Boeing 777-300ER,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,4.0,5.0,-1,lax,bkk ,2015,December
China Southern Airlines,9.0,A380,Family Leisure,Economy Class,4.0,5.0,4.0,5.0,5.0,5.0,1,lax,del ,2016,January
China Southern Airlines,8.0,A330-300,Couple Leisure,Economy Class,4.0,5.0,2.0,4.0,3.0,5.0,1,mel,ams ,2016,January
China Southern Airlines,9.0,Boeing 787,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,5.0,1,can,lhr,2015,December
China Southern Airlines,10.0,Boeing 737 / A320,Solo Leisure,Economy Class,5.0,5.0,5.0,3.0,4.0,5.0,1,kul,cgo ,2015,December
China Southern Airlines,7.0,A330-200,Solo Leisure,Premium Economy,5.0,5.0,2.0,4.0,4.0,4.0,1,ams,can,2015,December
China Southern Airlines,8.0,Boeing 777-300ER,Couple Leisure,Premium Economy,4.0,5.0,4.0,3.0,4.0,5.0,1,jfk,can,2015,December
China Southern Airlines,6.0,Boeing 787 / 737-800,Solo Leisure,Economy Class,2.0,4.0,2.0,3.0,3.0,5.0,1,lhr,bkk ,2015,December
China Southern Airlines,9.0,A380,Solo Leisure,Economy Class,5.0,5.0,4.0,3.0,4.0,5.0,1,guangzhou,sydney,2015,December
China Southern Airlines,7.0,Boeing 787 / A330,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,4.0,4.0,1,lhr,mel ,2015,November
China Southern Airlines,9.0,A330-300 / A330-200,Business,Business Class,5.0,5.0,5.0,3.0,5.0,5.0,1,ams,syd ,2015,December
China Southern Airlines,8.0,Boeing 787 / A320 / A330,Family Leisure,Economy Class,3.0,4.0,4.0,4.0,3.0,5.0,1,per,icn ,2015,September
China Southern Airlines,9.0,Boeing 787,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,4.0,4.0,1,can,per,2015,November
China Southern Airlines,7.0,Boeing 777 / 787,Couple Leisure,First Class,5.0,3.0,3.0,3.0,2.0,3.0,1,akl,lhr ,2015,December
China Southern Airlines,8.0,Boeing 787,Family Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,5.0,1,can,per,2015,December
China Southern Airlines,9.0,A330-300 V2 (3 class),Solo Leisure,Business Class,3.0,5.0,5.0,4.0,4.0,5.0,1,guangzhou,melbourne,2015,November
China Southern Airlines,7.0,A319 / A380,Couple Leisure,Economy Class,4.0,4.0,3.0,3.0,3.0,4.0,1,tna,syd ,2015,November
China Southern Airlines,8.0,A380,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,5.0,5.0,1,lax,kul ,2015,November
China Southern Airlines,2.0,A380 /Boeing 787,Couple Leisure,Economy Class,1.0,2.0,2.0,2.0,1.0,2.0,-1,lhr,akl ,2015,December
China Southern Airlines,9.0,A320,Solo Leisure,Business Class,4.0,3.0,3.0,5.0,5.0,5.0,1,shenzhen,bangkok,2015,November
China Southern Airlines,5.0,Boeing 787 / 777,Couple Leisure,Economy Class,1.0,4.0,4.0,3.0,1.0,4.0,1,lhr,akl ,2015,November
China Southern Airlines,8.0,A330,Solo Leisure,Economy Class,5.0,3.0,4.0,4.0,3.0,4.0,1,nng,ams ,2015,December
China Southern Airlines,7.0,Boeing 777 / 787,Solo Leisure,Business Class,4.0,5.0,2.0,2.0,5.0,5.0,-1,lax,mnl ,2015,November
China Southern Airlines,9.0,A330,Family Leisure,Business Class,4.0,5.0,4.0,4.0,4.0,4.0,1,akl,can,2015,November
China Southern Airlines,7.0,Boeing 787,Family Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,5.0,1,can,sfo,2015,November
China Southern Airlines,3.0,A380 / Boeing 787,Couple Leisure,Business Class,3.0,2.0,1.0,3.0,3.0,4.0,1,per,yvr ,2015,November
China Southern Airlines,9.0,A380 / A330,Business,Economy Class,4.0,5.0,2.0,4.0,4.0,5.0,1,syd yo pek via can,none,2015,November
China Southern Airlines,8.0,Boeing 777 / 787,Couple Leisure,First Class,4.0,5.0,4.0,4.0,4.0,5.0,1,akl,lhr ,2015,November
China Southern Airlines,8.0,Boeing 787,Couple Leisure,Business Class,5.0,5.0,3.0,4.0,3.0,5.0,-1,akl,lhr ,2015,August
China Southern Airlines,3.0,Boeing 787,Couple Leisure,Economy Class,2.0,4.0,3.0,3.0,1.0,2.0,-1,bkk,sfo ,2015,November
China Southern Airlines,1.0,A321,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,2.0,-1,xiy,pek,2015,October
China Southern Airlines,9.0,Boeing 777-300ER,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,4.0,5.0,1,new york,guangzhou,2015,November
China Southern Airlines,10.0,Boeing 787,Couple Leisure,Business Class,4.0,5.0,5.0,4.0,3.0,5.0,1,lhr,akl ,2015,November
China Southern Airlines,10.0,A380,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,lax,can,2015,November
China Southern Airlines,10.0,Boeing 777,Couple Leisure,Economy Class,5.0,4.0,4.0,5.0,5.0,5.0,1,tpe,bne ,2015,November
China Southern Airlines,8.0,A330,Solo Leisure,Economy Class,3.0,5.0,3.0,3.0,4.0,5.0,1,auckland,guangzhou,2015,November
China Southern Airlines,10.0,A330,Business,Business Class,5.0,5.0,4.0,4.0,5.0,5.0,1,guangzhou,paris,2015,November
China Southern Airlines,1.0,A330,Business,Business Class,2.0,2.0,1.0,1.0,2.0,1.0,-1,beijing,amsterdam,2015,October
China Southern Airlines,10.0,Boeing 787 and A330,Solo Leisure,Economy Class,4.0,5.0,5.0,2.0,4.0,5.0,1,yvr,mel ,2015,October
China Southern Airlines,9.0,Boeing 777-300ER,Business,Business Class,4.0,5.0,4.0,4.0,4.0,4.0,1,lax,can,2015,October
China Southern Airlines,10.0,Boeing 787 / A330,Couple Leisure,Business Class,5.0,5.0,5.0,4.0,4.0,5.0,1,lhr,brisbane ,2015,October
China Southern Airlines,9.0,Boeing 787,Couple Leisure,Economy Class,4.0,5.0,4.0,4.0,5.0,5.0,1,lhr,akl ,2015,October
China Southern Airlines,3.0,A380,Solo Leisure,Economy Class,1.0,3.0,3.0,3.0,3.0,2.0,-1,beijing,amsterdam,2015,October
China Southern Airlines,9.0,Boeing 787 / A330,Family Leisure,Business Class,5.0,5.0,5.0,3.0,5.0,5.0,1,lhr,syd ,2015,October
China Southern Airlines,10.0,A320 / Boeing 787,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,hkt,yvr ,2015,October
China Southern Airlines,9.0,Boeing 777-300ER,Solo Leisure,Premium Economy,4.0,5.0,4.0,4.0,5.0,5.0,1,cdg,can,2015,October
China Southern Airlines,6.0,Boeing 777,Family Leisure,Economy Class,2.0,4.0,5.0,3.0,3.0,4.0,-1,guangzhou,sydney,2015,October
China Southern Airlines,7.0,Boeing 777-300ER,Solo Leisure,Business Class,3.0,5.0,3.0,3.0,2.0,3.0,1,ctu,jfk ,2015,October
China Southern Airlines,8.0,A330-200,Business,Premium Economy,4.0,5.0,3.0,3.0,4.0,4.0,1,guangzhou,paris,2015,September
China Southern Airlines,9.0,Boeing 787,Business,Business Class,5.0,5.0,5.0,4.0,2.0,5.0,1,wuhan,san francisco,2015,September
China Southern Airlines,8.0,A330,Business,Business Class,5.0,5.0,4.0,2.0,5.0,5.0,1,beijing,shenzhen,2015,September
China Southern Airlines,9.0,Boeing 787,Business,First Class,4.0,5.0,5.0,4.0,4.0,5.0,1,lhr,can,2015,September
China Southern Airlines,9.0,Boeing 787,Business,Business Class,5.0,5.0,4.0,4.0,4.0,5.0,1,akl,lhr ,2015,September
China Southern Airlines,9.0,A380,Solo Leisure,First Class,5.0,5.0,4.0,4.0,5.0,5.0,1,los angeles,guangzhou,2015,September
China Southern Airlines,9.0,Boeing 787,Couple Leisure,Business Class,5.0,5.0,5.0,4.0,4.0,5.0,1,akl,lhr ,2015,September
China Southern Airlines,8.0,A380,Family Leisure,First Class,4.0,5.0,4.0,3.0,3.0,3.0,1,guangzhou,los angeles,2015,September
China Southern Airlines,4.0,A330 / A320/321,Family Leisure,Economy Class,2.0,2.0,2.0,4.0,1.0,3.0,1,melbourne,jinan ,2015,September
China Southern Airlines,8.0,A330-300,Solo Leisure,Business Class,4.0,5.0,3.0,3.0,4.0,5.0,1,can,syd,2015,August
China Southern Airlines,7.0,A330,Solo Leisure,Economy Class,3.0,5.0,2.0,2.0,3.0,4.0,1,sydney,mudanjiang ,2015,August
China Southern Airlines,1.0,Boeing 787,Couple Leisure,Business Class,3.0,3.0,2.0,2.0,1.0,3.0,-1,london,sydney ,2015,August
China Southern Airlines,7.0,Boeing 787,Solo Leisure,Economy Class,3.0,3.0,3.0,3.0,2.0,4.0,-1,guangzhou,london,2015,April
China Southern Airlines,7.0,A380 & A330,Solo Leisure,Economy Class,4.0,4.0,3.0,2.0,4.0,5.0,1,beijing,sydney ,2015,August
China Southern Airlines,9.0,Boeing 787,Couple Leisure,Business Class,5.0,5.0,4.0,5.0,5.0,5.0,1,guangzhou,perth,2015,September
China Southern Airlines,10.0,A330,Business,Premium Economy,5.0,5.0,5.0,5.0,4.0,5.0,1,sydney,guangzhou,2015,August
China Southern Airlines,9.0,Boeing 787,Family Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,5.0,1,yvr,can,2015,August
China Southern Airlines,8.0,A330,Business,Business Class,4.0,4.0,4.0,4.0,3.0,4.0,1,guangzhou,sydney,2015,August
China Southern Airlines,8.0,A380,Business,Business Class,4.0,4.0,4.0,3.0,3.0,3.0,1,guangzhou,beijing,2015,August
China Southern Airlines,10.0,Boeing 777,Business,Business Class,5.0,5.0,4.0,4.0,5.0,5.0,1,jfk,can,2015,August
China Southern Airlines,7.0,Airbus 360,Couple Leisure,Business Class,5.0,3.0,2.0,1.0,3.0,4.0,1,guangzhou,brisbane,2015,August
China Southern Airlines,10.0,A330 / Boeing 787,Couple Leisure,Business Class,5.0,5.0,5.0,2.0,5.0,5.0,1,akl-lhr via can,none,2015,July
China Southern Airlines,8.0,A330-200,Solo Leisure,Business Class,4.0,5.0,4.0,4.0,4.0,3.0,1,amsterdam,guangzhou,2015,August
China Southern Airlines,9.0,B787 and A330,Couple Leisure,Business Class,5.0,5.0,5.0,2.0,5.0,5.0,0,lhr,syd ,2015,August
China Southern Airlines,8.0,A380,Family Leisure,Economy Class,3.0,5.0,3.0,2.0,3.0,3.0,-1,guangzhou,los angeles,2015,August
China Southern Airlines,7.0,A330-200,Family Leisure,Premium Economy,4.0,4.0,4.0,1.0,2.0,3.0,1,xnn,pek,2015,August
China Southern Airlines,10.0,A330-200 / Boeing 787,Couple Leisure,First Class,5.0,5.0,5.0,4.0,4.0,5.0,1,auckland,london ,2015,July
China Southern Airlines,9.0,Boeing 787,Family Leisure,Economy Class,3.0,5.0,5.0,4.0,4.0,4.0,1,guangzhou,vancouver,2015,July
China Southern Airlines,9.0,Boeing 787,Family Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,4.0,1,guangzhou,vancouver,2015,July
China Southern Airlines,8.0,A330,Business,Business Class,4.0,5.0,3.0,3.0,4.0,4.0,1,guangzhou,melbourne,2015,April
China Southern Airlines,7.0,A380,Couple Leisure,Economy Class,3.0,3.0,4.0,3.0,2.0,4.0,1,can,lax,2015,July
China Southern Airlines,8.0,Boeing 737-800,Couple Leisure,Business Class,4.0,4.0,4.0,3.0,4.0,4.0,1,ckg,can,2015,July
China Southern Airlines,8.0,A330,Business,Business Class,4.0,5.0,1.0,1.0,1.0,4.0,-1,guangzhou,sydney,2015,June
China Southern Airlines,7.0,B777-300,Business,Business Class,4.0,5.0,4.0,3.0,5.0,5.0,-1,guangzhou,new york,2015,July
China Southern Airlines,3.0,A380,Solo Leisure,Economy Class,1.0,1.0,1.0,3.0,1.0,3.0,-1,lax,can,2014,August
China Southern Airlines,8.0,Airbus A330-200,Business,Business Class,5.0,5.0,5.0,5.0,4.0,5.0,1,guangzhou,auckland,2015,June
China Southern Airlines,2.0,Boeing 777,Business,Business Class,2.0,1.0,1.0,1.0,2.0,2.0,-1,hongqiao,auckland ,2015,June
China Southern Airlines,8.0,A330,Couple Leisure,Business Class,4.0,5.0,4.0,4.0,5.0,5.0,1,guanghzou,auckland,2015,June
China Southern Airlines,9.0,Boeing 787,Family Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,4.0,1,guangzhou,perth,2015,June
China Southern Airlines,1.0,Boeing 777-200,Solo Leisure,Economy Class,3.0,2.0,1.0,2.0,3.0,3.0,-1,shanghai,paris,2014,October
China Southern Airlines,10.0,A330-200,Couple Leisure,Business Class,5.0,5.0,5.0,4.0,5.0,5.0,1,paris,auckland ,2015,June
China Southern Airlines,8.0,A330,Couple Leisure,Business Class,5.0,5.0,4.0,3.0,3.0,5.0,1,auckland,paris ,2015,June
China Southern Airlines,9.0,A330,Family Leisure,First Class,5.0,5.0,4.0,4.0,4.0,5.0,1,guangzhou,brisbane,2015,June
China Southern Airlines,1.0,A380 / B737 / A321,Business,Economy Class,3.0,5.0,5.0,5.0,1.0,4.0,-1,bkk,lax ,2015,June
China Southern Airlines,8.0,B737-800,Business,Business Class,5.0,4.0,4.0,3.0,4.0,5.0,1,ordos,shanghai ,00:00:00,2015-05-01
China Southern Airlines,10.0,CZ307,Business,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,guangzhou,rome ,2015,June
China Southern Airlines,10.0,A380,Couple Leisure,Economy Class,5.0,5.0,3.0,5.0,5.0,3.0,1,can,lax,2015,June
China Southern Airlines,10.0,Airbus A380,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,can,lax,2015,June
Copa Airlines,5.0,Boeing 737-800,Business,Business Class,1.0,3.0,1.0,1.0,4.0,4.0,1,panama city,salvador,2019,March
Copa Airlines,1.0,Boeing 737-800,Business,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,-1,bogota,orlando ,2018,November
Copa Airlines,1.0,Boeing 737 700,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1,managua,panama,2018,September
Copa Airlines,8.0,Boeing 737-800,Family Leisure,Economy Class,4.0,4.0,3.0,4.0,4.0,4.0,1,montevideo,la habana ,2017,September
Copa Airlines,5.0,Boeing 737-800,Solo Leisure,Economy Class,2.0,5.0,4.0,4.0,1.0,4.0,-1,panama city,los angeles,2018,July
Copa Airlines,7.0,B737-800,Business,Business Class,3.0,4.0,4.0,3.0,3.0,4.0,1,cancun,sao paulo ,2018,June
Copa Airlines,1.0,Boeing 737,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,washington,santiago ,2018,March
